"source_file","format","dimensions","file_size_bytes","transparency","pages_used","display_dimensions","fold_context","decorative_or_meaningful","loading","candidate_output_formats","responsive_variants_required","referenced"
"assets/favicons/sofiati-favicon.png","png","1134x1183","1229286","true","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1134","false"
"assets/social/sofiati-og-image.png","png","1134x1183","1229286","true","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1134","false"
"assets/icons/inspiration for icons4.png","png","1122x1402","1224845","false","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/icons/inspiration for icons2.png","png","1122x1402","1208199","false","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/photos/portrait39.png","png","1122x1402","1207123","false","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/photos/portrait41.png","png","1122x1402","1167945","false","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/hero/hero3.webp","webp","1267x1900","1148460","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/photos/portrait40.png","png","1122x1402","1147880","false","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/brand/sofiati-source-logo.png","png","1254x1254","1146134","false","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1254","false"
"assets/icons/inspiration for icons1.png","png","1122x1402","1078267","false","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/hero/hero1.webp","webp","1267x1900","1070852","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/hero/hero11.webp","webp","1267x1900","1070852","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/photos/portrait38.png","png","1122x1402","1042102","false","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/portraits/portrait14.webp","webp","1267x1900","952608","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/quotations/values-quote-05.webp","webp","1267x1900","952608","true","pt/values.html | values.html","52x52","below fold","decorative","lazy","WebP | AVIF where measured smaller","320 | 480 | 640","true"
"assets/trans.portraits/trans.portrait14.webp","webp","1267x1900","952608","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/portraits/portrait13.webp","webp","1267x1900","921550","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/posts/postsportraits20.webp","webp","1267x1900","921550","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/quotations/values-quote-04.webp","webp","1267x1900","921550","true","pt/values.html | values.html","52x52","below fold","decorative","lazy","WebP | AVIF where measured smaller","320 | 480 | 640","true"
"assets/trans.portraits/trans.portrait13.webp","webp","1267x1900","921550","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/hero/hero4.webp","webp","901x1421","899676","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 901","false"
"assets/hero/hero15.png","webp","1267x1900","893842","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/hero/hero5.webp","webp","1267x1900","893842","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/hero/hero9.png","webp","1267x1900","893842","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/portraits/portrait12.webp","webp","1384x1900","866054","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1384","false"
"assets/quotations/values-quote-03.webp","webp","1384x1900","866054","true","pt/values.html | values.html","52x52","below fold","decorative","lazy","WebP | AVIF where measured smaller","320 | 480 | 640","true"
"assets/trans.portraits/trans.portrait12.webp","webp","1384x1900","866054","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1384","false"
"assets/hero/hero13.webp","webp","1433x1900","846990","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1433","false"
"assets/portraits/portrait1.webp","webp","1433x1900","846990","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1433","false"
"assets/trans.portraits/trans.portrait1.webp","webp","1433x1900","846990","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1433","false"
"assets/portraits/portrait2.webp","webp","1374x1900","839184","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1374","false"
"assets/trans.portraits/trans.portrait2.webp","webp","1374x1900","839184","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1374","false"
"assets/portraits/portrait15.webp","webp","1267x1900","830470","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/quotations/values-quote-06.webp","webp","1267x1900","830470","true","pt/values.html | values.html","52x52","below fold","decorative","lazy","WebP | AVIF where measured smaller","320 | 480 | 640","true"
"assets/trans.portraits/trans.portrait15.webp","webp","1267x1900","830470","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/hero/hero6.webp","webp","1267x1900","818866","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/hero/hero7.webp","webp","1267x1900","776832","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/portraits/portrait17.webp","webp","1267x1900","771246","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/quotations/values-quote-08.webp","webp","1267x1900","771246","true","pt/values.html | values.html","52x52","below fold","decorative","lazy","WebP | AVIF where measured smaller","320 | 480 | 640","true"
"assets/trans.portraits/trans.portrait17.webp","webp","1267x1900","771246","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/hero/hero12.webp","webp","1374x1900","767528","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1374","false"
"assets/portraits/portrait3.webp","webp","1374x1900","767528","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1374","false"
"assets/trans.portraits/trans.portrait3.webp","webp","1374x1900","767528","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1374","false"
"assets/portraits/portrait9.webp","webp","1370x1900","757296","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1370","false"
"assets/trans.portraits/trans.portrait9.webp","webp","1370x1900","757296","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1370","false"
"assets/portraits/portrait8.webp","webp","1356x1900","754174","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1356","false"
"assets/trans.portraits/trans.portrait8.webp","webp","1356x1900","754174","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1356","false"
"assets/hero/hero2.webp","webp","1267x1900","729878","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/portraits/portrait18.webp","webp","1267x1900","722582","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/trans.portraits/trans.portrait18.webp","webp","1267x1900","722582","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1267","false"
"assets/brand/sofiati-logo-monogram-light-transparent.png","png","1134x1183","652591","true","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1134","false"
"assets/portraits/portrait10.webp","webp","1495x1900","633332","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1495","false"
"assets/trans.portraits/trans.portrait10.webp","webp","1495x1900","633332","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1495","false"
"assets/backgrounds/faq-botanical-background.webp","webp","2561x1672","597586","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/mission-botanical-background.webp","webp","2561x1672","597586","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/brand/sofiati-logo-gold-transparent.webp","webp","1134x1183","574300","true","about.html | accessibility.html | blog.html | care.html | cookies.html | faq.html | laser.html | mission.html | privacy.html | pt/about.html | pt/accessibility.html | pt/blog.html | pt/care.html | pt/cookies.html | pt/faq.html | pt/laser.html | pt/mission.html | pt/privacy.html | pt/results.html | pt/skin.html | pt/testimonials.html | pt/thank-you.html | pt/treatments.html | pt/values.html | results.html | skin.html | testimonials.html | thank-you.html | treatments.html | values.html","57x58 | 58x58","below fold","decorative","lazy","WebP | AVIF where measured smaller","320 | 480 | 640","true"
"assets/brand/sofiati-logo-menu.webp","webp","1134x1183","574300","true","404.html | about.html | accessibility.html | blog.html | care.html | consultation.html | cookies.html | faq.html | index.html | laser.html | legal.html | mission.html | privacy.html | pt/404.html | pt/about.html | pt/accessibility.html | pt/blog.html | pt/care.html | pt/consultation.html | pt/cookies.html | pt/faq.html | pt/index.html | pt/laser.html | pt/legal.html | pt/mission.html | pt/privacy.html | pt/results.html | pt/skin.html | pt/testimonials.html | pt/thank-you.html | pt/treatments.html | pt/values.html | results.html | skin.html | testimonials.html | thank-you.html | treatments.html | values.html","32x32 | 31x32","above fold candidate","decorative","eager","WebP | AVIF where measured smaller","320 | 480 | 640","true"
"assets/brand/sofiati-logo-monogram-transparent copy.webp","webp","1134x1183","574300","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1134","false"
"assets/brand/sofiati-logo-monogram-transparent.webp","webp","1134x1183","574300","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1134","false"
"assets/brand/sofiati-logo-primary-transparent.webp","webp","1134x1183","574300","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1134","false"
"assets/backgrounds/care-botanical-background.webp","webp","2561x1672","558536","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/privacy-botanical-background.webp","webp","2561x1672","558536","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/home-botanical-background.webp","webp","2561x1672","557490","false","css/site.css","CSS-dependent","CSS-dependent","decorative unless surrounding content establishes meaning","CSS resource discovery","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","true"
"assets/backgrounds/journal-botanical-background.webp","webp","2561x1672","557490","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/thank-you-botanical-background.webp","webp","2561x1672","557490","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/hero/hero8.webp","webp","1400x1900","556432","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1400","false"
"assets/portraits/portrait11.webp","webp","1400x1900","556432","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1400","false"
"assets/quotations/values-quote-02.webp","webp","1400x1900","556432","true","pt/values.html | values.html","52x52","below fold","decorative","lazy","WebP | AVIF where measured smaller","320 | 480 | 640","true"
"assets/trans.portraits/trans.portrait11.webp","webp","1400x1900","556432","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1400","false"
"assets/backgrounds/not-found-botanical-background.webp","webp","2561x1672","551550","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/testimonials-botanical-background.webp","webp","2561x1672","551550","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/consultation-botanical-background.webp","webp","2561x1672","518906","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/values-botanical-background.webp","webp","2561x1672","518906","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/hero/hero10.webp","webp","1507x1900","518754","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1507","false"
"assets/portraits/portrait4.webp","webp","1507x1900","518754","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1507","false"
"assets/trans.portraits/trans.portrait4.webp","webp","1507x1900","518754","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1507","false"
"assets/portraits/portrait5.webp","webp","1513x1900","517036","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1513","false"
"assets/trans.portraits/trans.portrait5.webp","webp","1513x1900","517036","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1513","false"
"assets/backgrounds/accessibility-botanical-background.webp","webp","2561x1672","516508","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/results-botanical-background.webp","webp","2561x1672","516508","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/hero/hero14.webp","webp","1516x1900","485354","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1516","false"
"assets/portraits/portrait6.webp","webp","1516x1900","485354","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1516","false"
"assets/trans.portraits/trans.portrait6.webp","webp","1516x1900","485354","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1516","false"
"assets/backgrounds/about-botanical-background.webp","webp","2561x1672","484120","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/blog-botanical-background.webp","webp","2561x1672","484120","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/cookies-botanical-background.webp","webp","2561x1672","439936","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/skin-botanical-background.webp","webp","2561x1672","439936","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/portraits/portrait7.webp","webp","1353x1900","396256","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1353","false"
"assets/trans.portraits/trans.portrait7.webp","webp","1353x1900","396256","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1353","false"
"assets/backgrounds/laser-botanical-background.webp","webp","2561x1672","392810","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/legal-botanical-background.webp","webp","2561x1672","392810","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/quotations/contact-franciele.webp","webp","1122x1402","349932","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/thank-you-franciele.webp","webp","1122x1402","349932","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait25.webp","webp","1122x1402","349932","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/backgrounds/contact-botanical-background.webp","webp","2561x1672","346922","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/backgrounds/treatments-botanical-background.webp","webp","2561x1672","346922","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2561","false"
"assets/quotations/journal-franciele.webp","webp","1122x1402","345674","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait29.webp","webp","1122x1402","345674","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/laser-franciele.webp","webp","1122x1402","334416","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait30.webp","webp","1122x1402","334416","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/backgrounds/faq-background-left.webp","webp","941x1672","330616","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/mission-background-left.webp","webp","941x1672","330616","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/not-found-background-right.webp","webp","941x1672","330538","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/testimonials-background-right.webp","webp","941x1672","330538","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/quotations/consultation-franciele.webp","webp","1122x1402","320778","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/testimonials-franciele.webp","webp","1122x1402","320778","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait24.webp","webp","1122x1402","320778","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/backgrounds/home-background-right.webp","webp","941x1672","319260","false","css/site.css","CSS-dependent","CSS-dependent","decorative unless surrounding content establishes meaning","CSS resource discovery","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","true"
"assets/backgrounds/journal-background-right.webp","webp","941x1672","319260","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/thank-you-background-right.webp","webp","941x1672","319260","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/accessibility-background-left.webp","webp","941x1672","318286","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/results-background-left.webp","webp","941x1672","318286","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/care-background-right.webp","webp","941x1672","312524","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/privacy-background-right.webp","webp","941x1672","312524","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/quotations/blog-franciele.webp","webp","1122x1402","311230","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/results-franciele.webp","webp","1122x1402","311230","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait22.webp","webp","1122x1402","311230","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/backgrounds/faq-background-right.webp","webp","941x1672","308248","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/mission-background-right.webp","webp","941x1672","308248","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/quotations/cookies-franciele.webp","webp","1122x1402","305664","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/treatments-franciele.webp","webp","1122x1402","305664","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait26.webp","webp","1122x1402","305664","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/backgrounds/home-background-left.webp","webp","941x1672","305576","false","css/site.css","CSS-dependent","CSS-dependent","decorative unless surrounding content establishes meaning","CSS resource discovery","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","true"
"assets/backgrounds/journal-background-left.webp","webp","941x1672","305576","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/thank-you-background-left.webp","webp","941x1672","305576","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/not-found-background-left.webp","webp","941x1672","305090","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/testimonials-background-left.webp","webp","941x1672","305090","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/brand/sofiati-logo-light-transparent.webp","webp","1134x1183","299096","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1134","false"
"assets/brand/sofiati-logo-monogram-light-transparent.webp","webp","1134x1183","299096","true","css/site.css","CSS-dependent","CSS-dependent","decorative unless surrounding content establishes meaning","CSS resource discovery","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1134","true"
"assets/quotations/faq-franciele.webp","webp","1122x1402","290538","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/values-franciele.webp","webp","1122x1402","290538","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait27.webp","webp","1122x1402","290538","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/care-franciele.webp","webp","1122x1402","286416","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/skin-franciele.webp","webp","1122x1402","286416","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait23.webp","webp","1122x1402","286416","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/index-franciele.webp","webp","1122x1402","283956","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait28.webp","webp","1122x1402","283956","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/about-franciele.webp","webp","1122x1402","282492","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/mission-franciele.webp","webp","1122x1402","282492","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait20.webp","webp","1122x1402","282492","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/backgrounds/care-background-left.webp","webp","941x1672","279270","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/privacy-background-left.webp","webp","941x1672","279270","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/accessibility-background-right.webp","webp","941x1672","269832","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/results-background-right.webp","webp","941x1672","269832","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/about-background-left.webp","webp","941x1672","265962","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/blog-background-left.webp","webp","941x1672","265962","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/laser-background-right.webp","webp","941x1672","265092","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/legal-background-right.webp","webp","941x1672","265092","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/quotations/accessibility-franciele.webp","webp","1122x1402","263764","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/privacy-franciele.webp","webp","1122x1402","263764","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait21.webp","webp","1122x1402","263764","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/backgrounds/consultation-background-right.webp","webp","941x1672","263410","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/values-background-right.webp","webp","941x1672","263410","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/brand/sofiati-logo-sage-transparent.webp","webp","1134x1183","254692","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1134","false"
"assets/backgrounds/consultation-background-left.webp","webp","941x1672","249446","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/values-background-left.webp","webp","941x1672","249446","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/about-background-right.webp","webp","941x1672","246198","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/backgrounds/blog-background-right.webp","webp","941x1672","246198","false","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 941","false"
"assets/brand/footer.logo.png","png","2172x724","244719","true","","","","","","AVIF | WebP | retain source fallback where needed","320 | 480 | 640 | 768 | 960 | 1280 | 1600 | 1920 | 2172","false"
"assets/quotations/404-franciele.webp","webp","1122x1402","242280","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/quotations/legal-franciele.webp","webp","1122x1402","242280","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
"assets/trans.portraits/trans.portrait19.webp","webp","1122x1402","242280","true","","","","","","WebP | AVIF where measured smaller","320 | 480 | 640 | 768 | 960 | 1122","false"
